Time (s),x,y,z
3.96,-1.09,-0.02,0.01
3.984,-1.02,-0.06,0.06
3.986,-0.98,-0.09,0.13
3.988,-0.9,-0.11,0.16
3.99,-0.78,-0.17,0.2
3.992,-0.67,-0.23,0.24
3.994,-0.58,-0.28,0.21
3.996,-0.49,-0.31,0.19
3.998,-0.43,-0.34,0.14
3.999,-0.41,-0.34,0.11
4.01,-0.39,-0.35,0.07
4.013,-0.35,-0.39,0.1
4.014,-0.35,-0.48,0.1
4.017,-0.44,-0.58,0.07
4.038,-0.54,-0.61,0.09
4.04,-0.71,-0.6,0.06
4.042,-0.84,-0.47,0.02
4.045,-0.94,-0.39,0.08
4.048,-0.93,-0.26,0.03
4.052,-1,-0.26,0.1
4.054,-1.16,-0.35,-0.15
4.057,-0.97,-0.53,-0.63
4.062,-0.91,-0.46,-0.29
4.074,-0.98,-0.52,-0.38
4.076,-1.04,-0.5,-0.42
4.078,-1.02,-0.43,-0.37
4.081,-1.02,-0.43,-0.35
4.095,-0.96,-0.41,-0.29
4.097,-0.97,-0.36,-0.12
4.099,-1.13,-0.38,0.33
4.101,-1.07,-0.37,0.58
4.113,-1,-0.41,0.57
4.116,-0.95,-0.47,0.49
4.118,-0.9,-0.46,0.34
4.128,-0.94,-0.53,0.21
4.13,-0.95,-0.54,0.08
4.131,-0.98,-0.59,0.08
4.136,-1.02,-0.67,0.01
4.144,-1.07,-0.71,0.03
4.146,-1.12,-0.7,0.02
4.16,-1.11,-0.69,0.05
4.162,-1.08,-0.67,0.08
4.165,-1.08,-0.66,0.11
4.167,-1.04,-0.64,0.13
4.177,-1,-0.58,0.11
4.178,-0.98,-0.54,0.12
4.18,-0.95,-0.48,0.12
4.19,-0.91,-0.45,0.13
4.192,-0.9,-0.39,0.1
4.194,-0.9,-0.36,0.1
4.202,-0.86,-0.39,0.04
4.217,-0.84,-0.49,0.02
4.218,-0.82,-0.58,0.13
4.22,-0.82,-0.65,0.11
4.221,-0.82,-0.69,0.02
4.23,-0.8,-0.68,-0.01
4.232,-0.82,-0.64,0.02
4.234,-0.74,-0.62,0.01
4.243,-0.72,-0.56,0
4.245,-0.76,-0.61,0.05
4.248,-0.78,-0.64,0.14
4.257,-0.81,-0.63,0.03
4.259,-0.82,-0.6,-0.02
4.264,-0.77,-0.61,-0.02
4.274,-0.69,-0.6,0.08
4.276,-0.63,-0.59,0.11
4.278,-0.62,-0.56,0.09
4.286,-0.63,-0.61,0.08
4.297,-0.67,-0.62,0.02
4.299,-0.76,-0.75,0
4.304,-0.81,-0.66,-0.03
4.305,-0.84,-0.62,-0.02
4.313,-0.79,-0.61,-0.01
4.315,-0.74,-0.6,0.08
4.318,-0.74,-0.63,0
4.326,-0.76,-0.65,0.05
4.328,-0.75,-0.61,-0.06
4.333,-0.75,-0.65,0.07
4.34,-0.77,-0.57,0.1
4.344,-0.77,-0.65,0.02
4.347,-0.82,-0.64,0.02
4.355,-0.87,-0.62,-0.02
4.357,-0.9,-0.65,-0.08
4.362,-0.94,-0.7,-0.06
4.374,-0.98,-0.72,-0.07
4.375,-1.01,-0.77,-0.05
4.377,-1.08,-0.89,0.05
4.382,-1.11,-0.97,-0.02
4.391,-1.11,-1.01,-0.06
4.393,-1.12,-1.09,-0.01
4.397,-1.08,-1.12,0
4.41,-0.98,-1.03,-0.19
4.413,-0.94,-1.14,-0.5
4.415,-1.12,-1.14,0.54
4.417,-1.14,-1.27,0.12
4.43,-1.22,-1.31,0.26
4.433,-1.23,-1.18,0.23
4.435,-1.24,-1.22,0.15
4.437,-1.25,-1.16,0.1
4.446,-1.25,-1.13,0.13
4.448,-1.25,-1.14,0.12
4.457,-1.25,-1.17,0.13
4.459,-1.25,-1.12,0.14
4.461,-1.22,-1.1,0.14
4.466,-1.17,-1.07,0.08
4.479,-1.1,-1.03,0.03
4.481,-1.06,-0.92,-0.03
4.484,-1.01,-0.83,-0.07
4.494,-0.93,-0.73,-0.1
4.497,-0.84,-0.73,-0.11
4.499,-0.75,-0.76,-0.13
4.502,-0.62,-0.8,-0.15
4.516,-0.51,-0.84,-0.16
4.518,-0.44,-0.95,-0.2
4.52,-0.44,-1.09,-0.19
4.522,-0.46,-1.22,-0.14
4.526,-0.48,-1.28,-0.05
4.53,-0.52,-1.25,0.08
4.54,-0.51,-1.17,0.21
4.542,-0.51,-1.07,0.32
4.545,-0.54,-0.99,0.36
4.575,-0.55,-0.85,0.4
4.577,-0.58,-0.8,0.38
4.578,-0.6,-0.79,0.33
4.58,-0.6,-0.76,0.24
4.581,-0.6,-0.78,0.15
4.587,-0.63,-0.75,0.15
4.589,-0.62,-0.72,0.08
4.59,-0.62,-0.73,0.05
4.592,-0.64,-0.73,0.01
4.602,-0.64,-0.72,0.03
4.604,-0.66,-0.73,0.07
4.605,-0.67,-0.75,0.09
4.61,-0.68,-0.73,0.13
4.614,-0.72,-0.7,0.16
4.628,-0.72,-0.67,0.22
4.63,-0.73,-0.67,0.39
4.632,-0.73,-0.64,0.46
4.649,-0.75,-0.65,0.56
4.65,-0.73,-0.68,0.52
4.652,-0.69,-0.75,0.51
4.654,-0.64,-0.78,0.45
4.655,-0.57,-0.83,0.27
4.665,-0.5,-0.83,0.16
4.667,-0.47,-0.79,-0.01
4.669,-0.46,-0.71,-0.03
4.674,-0.41,-0.67,0.04
4.678,-0.4,-0.61,0.06
4.689,-0.37,-0.59,0.07
4.69,-0.33,-0.56,0.13
4.693,-0.34,-0.55,0.15
4.698,-0.31,-0.56,0.12
4.707,-0.29,-0.6,0.19
4.709,-0.25,-0.61,0.21
4.713,-0.21,-0.63,0.24
4.723,-0.2,-0.63,0.27
4.725,-0.19,-0.62,0.28
4.729,-0.19,-0.61,0.3
4.746,-0.22,-0.65,0.3
4.748,-0.21,-0.65,0.26
4.75,-0.24,-0.7,0.21
4.751,-0.28,-0.77,0.19
4.753,-0.3,-0.82,0.17
4.762,-0.32,-0.88,0.15
4.764,-0.32,-0.93,0.17
4.773,-0.29,-1,0.14
4.775,-0.28,-1.05,0.07
4.777,-0.27,-1.12,0.08
4.789,-0.32,-1.12,0.11
4.791,-0.36,-1.12,0.13
4.793,-0.38,-1.15,0.13
4.797,-0.43,-1.19,0.2
4.807,-0.47,-1.22,0.2
4.809,-0.48,-1.23,0.17
4.812,-0.48,-1.21,0.22
4.83,-0.48,-1.17,0.26
4.831,-0.47,-1.08,0.28
4.833,-0.43,-0.96,0.28
4.835,-0.4,-0.78,0.31
4.836,-0.36,-0.59,0.27
4.852,-0.35,-0.47,0.24
4.854,-0.36,-0.36,0.18
4.856,-0.36,-0.33,0.12
4.857,-0.34,-0.35,0.11
4.862,-0.3,-0.43,0.08
4.873,-0.26,-0.53,0.12
4.875,-0.19,-0.61,0.15
4.876,-0.15,-0.67,0.16
4.883,-0.13,-0.68,0.16
4.891,-0.1,-0.67,0.18
4.893,-0.08,-0.64,0.17
4.896,-0.09,-0.6,0.17
4.906,-0.08,-0.55,0.17
4.908,-0.08,-0.51,0.13
4.911,-0.07,-0.48,0.11
4.924,-0.06,-0.44,0.12
4.926,-0.06,-0.36,0.12
4.927,-0.05,-0.32,0.09
4.932,-0.07,-0.3,0.14
4.948,-0.06,-0.32,0.16
4.949,-0.08,-0.37,0.24
4.951,-0.11,-0.44,0.29
4.952,-0.12,-0.46,0.36
4.96,-0.12,-0.47,0.39
4.962,-0.1,-0.47,0.45
4.973,-0.1,-0.49,0.5
4.975,-0.1,-0.5,0.55
4.976,-0.15,-0.51,0.56
4.98,-0.2,-0.47,0.55
4.989,-0.29,-0.46,0.47
4.991,-0.37,-0.49,0.46
4.995,-0.43,-0.55,0.51
5.006,-0.49,-0.59,0.58
5.007,-0.57,-0.8,0.62
5.01,-0.88,-1.19,0.65
5.015,-1.17,-1.52,1.04
5.024,-1.55,-1.76,1.94
5.025,-1.98,-1.88,2
5.029,-2,-1.85,1.97
5.046,-2,-1.88,1.56
5.048,-2,-1.98,1.19
5.051,-2,-1.99,0.93
5.052,-1.25,-0.1,0.68
5.062,-1.77,-1.06,0.59
5.065,-1.56,-0.69,0.34
5.067,-1.07,-0.54,0.13
5.08,-0.57,-0.56,0.04
5.081,-0.2,-0.57,0.13
5.082,0.04,-0.67,0.19
5.088,0.25,-0.77,0.25
5.09,0.39,-0.87,0.29
5.093,0.5,-0.93,0.3
5.099,0.54,-0.96,0.25
5.109,0.54,-0.99,0.14
5.11,0.47,-0.99,-0.03
5.115,0.34,-0.92,-0.27
5.123,0.15,-0.85,-0.5
5.127,-0.08,-0.78,-0.74
5.129,-0.31,-0.73,-0.99
5.144,-0.41,-0.77,-1.11
5.146,-0.49,-0.83,-1.14
5.149,-0.51,-0.97,-0.95
5.152,-0.5,-1.16,-0.56
5.154,-0.52,-1.4,0.19
5.164,-0.68,-1.58,1.29
5.166,-0.92,-1.65,1.73
5.169,-0.99,-1.56,1.45
5.173,-0.85,-1.45,0.82
5.178,-0.62,-1.23,0.23
5.19,-0.43,-0.94,-0.17
5.192,-0.24,-0.79,-0.22
5.194,-0.13,-0.73,-0.03
5.197,-0.11,-0.83,0.26
5.204,-0.06,-0.88,0.45
5.207,-0.01,-0.91,0.39
5.212,0.09,-0.84,0.11
5.219,0.21,-0.74,-0.13
5.222,0.28,-0.75,-0.31
5.227,0.29,-0.76,-0.51
5.243,0.29,-0.79,-0.54
5.245,0.23,-0.72,-0.51
5.247,0.17,-0.84,-0.51
5.249,0.1,-0.98,-0.5
5.257,0.05,-1.1,-0.46
5.258,0,-1.24,-0.41
5.262,-0.03,-1.33,-0.35
5.27,-0.09,-1.37,-0.32
5.272,-0.13,-1.41,-0.25
5.277,-0.18,-1.35,-0.24
5.286,-0.23,-1.3,-0.2
5.288,-0.29,-1.24,-0.16
5.291,-0.33,-1.21,-0.1
5.296,-0.36,-1.17,-0.08
5.302,-0.38,-1.16,-0.06
5.306,-0.5,-1.24,0.02
5.311,-0.58,-1.31,0.03
5.323,-0.66,-1.39,0.05
5.324,-0.71,-1.39,0.04
5.326,-0.73,-1.36,0.03
5.331,-0.73,-1.31,0
5.342,-0.73,-1.24,-0.07
5.343,-0.72,-1.17,-0.07
5.345,-0.69,-1.11,-0.09
5.358,-0.69,-1.05,-0.08
5.359,-0.65,-1,-0.07
5.361,-0.64,-0.98,-0.07
5.369,-0.59,-0.96,-0.08
5.371,-0.56,-0.95,-0.06
5.375,-0.55,-0.94,-0.07
5.381,-0.54,-0.93,-0.08
5.387,-0.53,-0.91,-0.15
5.39,-0.53,-0.9,-0.19
5.395,-0.53,-0.89,-0.26
5.408,-0.53,-0.86,-0.36
5.413,-0.51,-0.8,-0.36
5.416,-0.49,-0.76,-0.37
5.417,-0.49,-0.73,-0.36
5.43,-0.48,-0.72,-0.33
5.433,-0.47,-0.69,-0.29
5.435,-0.41,-0.68,-0.19
5.436,-0.37,-0.63,-0.04
5.456,-0.3,-0.61,0.12
5.457,-0.26,-0.54,0.29
5.458,-0.2,-0.5,0.42
5.459,-0.18,-0.45,0.44
5.461,-0.17,-0.43,0.39
5.464,-0.18,-0.42,0.31
5.475,-0.18,-0.46,0.17
5.477,-0.19,-0.48,0.08
5.479,-0.2,-0.53,-0.06
5.488,-0.23,-0.59,-0.15
5.49,-0.26,-0.65,-0.22
5.495,-0.29,-0.73,-0.26
5.504,-0.35,-0.76,-0.31
5.505,-0.36,-0.8,-0.3
5.509,-0.38,-0.83,-0.26
5.514,-0.39,-0.87,-0.21
5.521,-0.41,-0.9,-0.14
5.524,-0.43,-0.92,-0.06
5.528,-0.44,-0.96,0.01
5.552,-0.43,-1,0.05
5.554,-0.44,-1.01,0.12
5.556,-0.43,-0.99,0.15
5.557,-0.4,-0.98,0.15
5.559,-0.37,-0.96,0.12
5.561,-0.33,-0.92,0.09
5.563,-0.32,-0.88,0.05
5.575,-0.3,-0.85,0.02
5.576,-0.29,-0.79,0.02
5.578,-0.29,-0.75,0
5.587,-0.3,-0.73,0.01
5.589,-0.32,-0.69,0
5.593,-0.35,-0.69,0.01
5.603,-0.38,-0.76,-0.08
5.604,-0.45,-0.77,-0.05
5.609,-0.51,-0.75,-0.07
5.614,-0.57,-0.78,-0.07
5.62,-0.62,-0.82,-0.11
5.623,-0.66,-0.87,-0.16
5.627,-0.66,-0.97,-0.17
5.639,-0.68,-1.01,-0.15
5.641,-0.71,-1.06,-0.12
5.643,-0.76,-1.11,-0.11
5.667,-0.82,-1.16,-0.12
5.668,-0.89,-1.23,-0.19
5.669,-0.96,-1.28,-0.24
5.67,-1.04,-1.31,-0.29
5.672,-1.14,-1.33,-0.3
5.673,-1.19,-1.33,-0.35
5.677,-1.24,-1.3,-0.37
5.687,-1.26,-1.22,-0.33
5.689,-1.22,-1.1,-0.21
5.692,-1.12,-0.99,-0.06
5.706,-1.04,-0.92,0.12
5.708,-0.99,-0.89,0.29
5.71,-0.96,-0.89,0.45
5.712,-0.92,-0.89,0.56
5.724,-0.92,-0.91,0.62
5.725,-0.92,-0.92,0.66
5.726,-0.91,-0.94,0.62
5.745,-0.91,-0.95,0.55
5.747,-0.92,-0.96,0.47
5.748,-0.93,-0.97,0.37
5.749,-0.97,-0.98,0.29
5.751,-1.02,-0.98,0.2
5.757,-1.05,-0.99,0.16
5.761,-1.07,-1.01,0.12
5.769,-1.08,-0.99,0.1
5.771,-1.09,-0.97,0.09
5.776,-1.11,-0.93,0.08
5.785,-1.12,-0.9,0.11
5.787,-1.1,-0.91,0.16
5.79,-1.03,-0.97,0.21
5.796,-0.95,-1.04,0.24
5.802,-0.88,-1.11,0.26
5.805,-0.79,-1.2,0.26
5.811,-0.74,-1.27,0.25
5.818,-0.67,-1.36,0.19
5.82,-0.63,-1.43,0.08
5.826,-0.6,-1.53,-0.05
5.843,-0.56,-1.63,-0.21
5.845,-0.53,-1.72,-0.33
5.847,-0.49,-1.79,-0.46
5.849,-0.47,-1.87,-0.56
5.851,-0.43,-1.94,-0.66
5.873,-0.41,-2,-0.77
5.876,-0.37,-2,-0.79
5.878,-0.32,-2,-0.78
5.882,-0.25,-2,-0.67
5.884,-0.18,-2,-0.45
5.886,-0.18,-1.85,0.02
5.887,-0.21,-1.6,0.61
5.897,-0.25,-1.43,0.76
5.899,-0.27,-1.31,0.86
5.9,-0.28,-1.23,0.78
5.904,-0.28,-1.16,0.62
5.91,-0.29,-1.08,0.41
5.919,-0.32,-1.01,0.25
5.921,-0.33,-0.95,0.09
5.924,-0.34,-0.9,-0.08
5.929,-0.41,-0.82,-0.2
5.935,-0.5,-0.71,-0.32
5.939,-0.58,-0.64,-0.34
5.944,-0.66,-0.56,-0.32
5.964,-0.71,-0.49,-0.29
5.966,-0.75,-0.44,-0.3
5.967,-0.75,-0.41,-0.24
5.969,-0.74,-0.38,-0.22
5.97,-0.73,-0.35,-0.14
5.974,-0.68,-0.33,-0.14
5.979,-0.6,-0.34,-0.13
5.993,-0.5,-0.37,-0.14
5.995,-0.42,-0.39,-0.14
5.996,-0.35,-0.39,-0.16
5.998,-0.3,-0.39,-0.17
6.009,-0.26,-0.4,-0.16
6.011,-0.23,-0.39,-0.13
6.023,-0.2,-0.4,-0.13
6.024,-0.15,-0.41,-0.14
6.025,-0.14,-0.4,-0.13
6.029,-0.1,-0.39,-0.14
6.053,-0.08,-0.38,-0.13
6.054,-0.05,-0.36,-0.14
6.056,-0.03,-0.35,-0.13
6.057,0,-0.33,-0.15
6.059,0.04,-0.32,-0.14
6.061,0.07,-0.3,-0.15
6.063,0.11,-0.29,-0.16
6.073,0.15,-0.28,-0.15
6.074,0.17,-0.28,-0.18
6.078,0.19,-0.29,-0.18
6.088,0.21,-0.27,-0.2
6.09,0.22,-0.27,-0.21
6.094,0.23,-0.28,-0.25
6.106,0.26,-0.28,-0.28
6.108,0.3,-0.28,-0.29
6.11,0.35,-0.29,-0.27
6.113,0.38,-0.31,-0.25
6.123,0.4,-0.32,-0.17
6.125,0.38,-0.3,-0.11
6.127,0.33,-0.3,-0.07
6.138,0.28,-0.31,0.14
6.14,0.19,-0.25,0.15
6.143,0.09,-0.28,0.13
6.166,0.09,-0.3,0.15
6.167,0.09,-0.35,0.13
6.169,0.09,-0.39,0.14
6.17,0.04,-0.44,0.23
6.172,-0.02,-0.5,0.36
6.173,-0.11,-0.67,0.59
6.178,-0.21,-0.89,0.85
6.188,-0.4,-1.18,1.25
6.189,-0.81,-1.52,1.59
6.192,-1.48,-1.95,2
6.206,-2,-2,2
6.207,-2,-2,2
6.208,-2,-2,1.64
6.212,-2,-2,0.87
6.226,-2,-2,0.42
6.228,-2,-2,0.4
6.231,-2,-1.88,0.71
6.232,-2,-1.33,0.89
6.243,-1.47,-0.93,0.9
6.245,-1.01,-0.64,0.74
6.247,-0.71,-0.44,0.47
6.271,-0.5,-0.29,0.28
6.273,-0.33,-0.24,0.23
6.275,-0.14,-0.25,0.21
6.277,0.07,-0.33,0.29
6.278,0.25,-0.47,0.36
6.28,0.42,-0.69,0.36
6.283,0.57,-0.9,0.41
6.294,0.69,-1.09,0.35
6.298,0.7,-1.18,0.16
6.3,0.61,-1.17,-0.18
6.302,0.47,-1.02,-0.54
6.313,0.35,-0.82,-0.75
6.316,0.26,-0.62,-0.74
6.318,0.2,-0.46,-0.8
6.32,0.14,-0.32,-0.87
6.324,0.02,-0.23,-1
6.337,-0.21,-0.24,-0.99
6.339,-0.39,-0.38,-0.77
6.341,-0.57,-0.66,-0.12
6.347,-1.04,-1.2,0.82
6.376,-1.51,-1.93,1.46
6.379,-1.58,-2,0.96
6.381,-1.69,-2,0.46
6.383,-1.71,-2,0.17
6.385,-1.59,-2,0.12
6.387,-1.14,-1.71,0.23
6.389,-0.68,-1.16,0.19
6.39,-0.35,-0.85,0.05
6.391,-0.18,-0.69,-0.12
6.409,-0.06,-0.58,-0.23
6.413,0.01,-0.53,-0.26
6.414,0.05,-0.52,-0.27
6.416,0.08,-0.55,-0.31
6.418,0.12,-0.59,-0.31
6.419,0.13,-0.62,-0.28
6.431,0.13,-0.66,-0.29
6.435,0.15,-0.7,-0.3
6.436,0.13,-0.77,-0.29
6.439,0.11,-0.84,-0.3
6.444,0.08,-0.91,-0.32
6.47,0.05,-1.02,-0.34
6.471,0,-1.12,-0.37
6.474,-0.04,-1.22,-0.41
6.476,-0.11,-1.3,-0.44
6.478,-0.21,-1.36,-0.47
6.481,-0.35,-1.37,-0.46
6.483,-0.48,-1.35,-0.45
6.484,-0.62,-1.34,-0.44
6.496,-0.76,-1.3,-0.41
6.498,-0.87,-1.27,-0.39
6.5,-0.96,-1.2,-0.36
6.503,-1.01,-1.16,-0.37
6.508,-1.05,-1.1,-0.35
6.519,-1.05,-1.01,-0.33
6.521,-1.05,-0.91,-0.29
6.523,-1.03,-0.8,-0.21
6.528,-0.99,-0.68,-0.13
6.537,-0.94,-0.59,-0.05
6.538,-0.85,-0.52,0.06
6.542,-0.75,-0.47,0.16
6.572,-0.66,-0.46,0.27
6.574,-0.57,-0.47,0.35
6.576,-0.48,-0.5,0.38
6.578,-0.41,-0.56,0.4
6.58,-0.33,-0.63,0.35
6.581,-0.28,-0.7,0.31
6.583,-0.25,-0.76,0.22
6.585,-0.24,-0.79,0.16
6.597,-0.24,-0.79,0.07
6.599,-0.23,-0.78,0
6.601,-0.21,-0.78,-0.07
6.603,-0.22,-0.76,-0.11
6.607,-0.22,-0.77,-0.13
6.611,-0.23,-0.75,-0.16
6.621,-0.25,-0.72,-0.16
6.623,-0.27,-0.72,-0.17
6.626,-0.3,-0.69,-0.19
6.636,-0.31,-0.68,-0.2
6.637,-0.34,-0.65,-0.18
6.641,-0.36,-0.62,-0.2
6.664,-0.37,-0.6,-0.21
6.666,-0.36,-0.56,-0.21
6.667,-0.36,-0.55,-0.23
6.669,-0.36,-0.55,-0.25
6.67,-0.39,-0.53,-0.25
6.671,-0.43,-0.52,-0.25
6.676,-0.5,-0.53,-0.21
6.685,-0.58,-0.54,-0.15
6.687,-0.65,-0.56,-0.12
6.691,-0.71,-0.61,-0.07
6.701,-0.76,-0.66,-0.02
6.703,-0.78,-0.71,0.03
6.706,-0.79,-0.76,0.02
6.711,-0.79,-0.79,0.05
6.719,-0.77,-0.82,0.06
6.72,-0.75,-0.84,0.07
6.726,-0.73,-0.84,0.08
6.733,-0.72,-0.84,0.08
6.736,-0.71,-0.84,0.09
6.741,-0.72,-0.84,0.09
6.745,-0.74,-0.83,0.09
6.771,-0.75,-0.85,0.1
6.773,-0.79,-0.86,0.13
6.775,-0.82,-0.9,0.15
6.777,-0.86,-0.93,0.18
6.778,-0.86,-0.97,0.22
6.781,-0.85,-1,0.24
6.783,-0.85,-1,0.26
6.793,-0.87,-0.98,0.29
6.794,-0.91,-0.94,0.28
6.796,-0.93,-0.92,0.26
6.805,-0.96,-0.89,0.19
6.807,-0.97,-0.91,0.12
6.809,-0.97,-0.92,0.01
6.818,-0.97,-0.94,-0.08
6.82,-0.99,-0.98,-0.15
6.824,-1.02,-1.01,-0.22
6.834,-1.04,-1.04,-0.25
6.835,-1.08,-1.04,-0.22
6.839,-1.12,-1.04,-0.19
6.843,-1.16,-1.02,-0.14
6.862,-1.2,-0.99,-0.11
6.864,-1.23,-0.94,-0.05
6.865,-1.26,-0.88,0
6.866,-1.28,-0.86,0.07
6.868,-1.29,-0.86,0.12
6.874,-1.24,-0.84,0.17
6.887,-1.19,-0.82,0.23
6.889,-1.13,-0.82,0.26
6.891,-1.05,-0.82,0.32
6.894,-0.97,-0.84,0.36
6.906,-0.91,-0.84,0.4
6.908,-0.84,-0.85,0.44
6.91,-0.79,-0.84,0.46
6.919,-0.75,-0.83,0.47
6.92,-0.76,-0.83,0.48
6.924,-0.83,-0.86,0.48
6.928,-0.88,-0.9,0.48
6.938,-0.96,-0.97,0.49
6.94,-1.03,-1.06,0.49
6.943,-1.05,-1.18,0.48
6.962,-1.03,-1.31,0.5
6.964,-0.97,-1.42,0.5
6.966,-0.88,-1.5,0.39
6.967,-0.78,-1.55,0.15
6.968,-0.73,-1.59,-0.1
6.972,-0.7,-1.65,-0.28
6.977,-0.68,-1.75,-0.46
6.986,-0.67,-1.83,-0.63
6.988,-0.63,-1.91,-0.74
6.991,-0.58,-1.98,-0.85
7.003,-0.54,-2,-0.91
7.004,-0.49,-2,-0.97
7.008,-0.43,-2,-0.96
7.02,-0.37,-2,-0.97
7.021,-0.28,-2,-0.96
7.022,-0.2,-1.95,-0.86
7.027,-0.16,-1.72,-0.49
7.038,-0.2,-1.42,0.37
7.039,-0.26,-1.26,0.82
7.042,-0.32,-1.2,1.1
7.067,-0.35,-1.12,1.22
7.068,-0.29,-1.14,1
7.07,-0.3,-1.07,0.73
7.071,-0.27,-1,0.46
7.073,-0.3,-0.91,0.27
7.074,-0.29,-0.88,0.05
7.077,-0.34,-0.81,-0.14
7.086,-0.39,-0.71,-0.27
7.087,-0.47,-0.6,-0.37
7.092,-0.54,-0.54,-0.37
7.102,-0.59,-0.49,-0.41
7.103,-0.63,-0.43,-0.34
7.107,-0.65,-0.4,-0.32
7.111,-0.65,-0.37,-0.25
7.123,-0.62,-0.37,-0.19
7.126,-0.59,-0.35,-0.12
7.128,-0.55,-0.31,-0.09
7.133,-0.5,-0.29,-0.06
7.141,-0.42,-0.26,-0.07
7.143,-0.34,-0.29,-0.08
7.145,-0.28,-0.3,-0.09
7.166,-0.23,-0.31,-0.11
7.168,-0.2,-0.33,-0.13
7.169,-0.18,-0.34,-0.15
7.171,-0.15,-0.34,-0.17
7.173,-0.12,-0.35,-0.2
7.175,-0.1,-0.36,-0.18
7.188,-0.07,-0.35,-0.19
7.19,-0.04,-0.36,-0.17
7.192,0,-0.37,-0.17
7.201,0.02,-0.39,-0.16
7.203,0.05,-0.39,-0.17
7.205,0.08,-0.38,-0.17
7.209,0.1,-0.38,-0.19
7.217,0.11,-0.37,-0.22
7.22,0.12,-0.36,-0.24
7.225,0.13,-0.35,-0.27
7.235,0.15,-0.33,-0.27
7.236,0.19,-0.33,-0.31
7.239,0.21,-0.31,-0.34
7.244,0.27,-0.3,-0.35
7.263,0.36,-0.3,-0.35
7.266,0.45,-0.29,-0.35
7.267,0.52,-0.28,-0.28
7.269,0.58,-0.28,-0.24
7.271,0.59,-0.29,-0.16
7.274,0.58,-0.35,-0.14
7.286,0.45,-0.32,0.16
7.288,0.26,-0.33,0.09
7.29,0.15,-0.39,0.04
7.293,0.11,-0.45,-0.01
7.303,0.06,-0.55,0
7.305,-0.02,-0.66,0.09
7.308,-0.13,-0.77,0.15
7.319,-0.26,-0.98,0.26
7.321,-0.53,-1.19,0.56
7.323,-0.82,-1.4,0.96
7.336,-1.36,-1.83,1.48
7.338,-2,-2,2
7.339,-2,-2,2
7.344,-2,-2,2
7.367,-2,-2,1.65
7.369,-2,-2,0.84
7.37,-2,-2,0.37
7.371,-2,-1.87,0.68
7.373,-2,-1.38,0.9
7.374,-1.42,-0.95,0.91
7.385,-0.96,-0.66,0.69
7.387,-0.68,-0.44,0.44
7.389,-0.49,-0.24,0.25
7.393,-0.33,-0.12,0.21
7.402,-0.18,-0.04,0.24
7.404,-0.01,-0.09,0.3
7.407,0.15,-0.19,0.34
7.417,0.31,-0.37,0.35
7.419,0.42,-0.59,0.31
7.422,0.54,-0.84,0.1
7.427,0.56,-1.01,-0.27
7.435,0.52,-1.02,-0.73
7.437,0.44,-0.9,-1.03
7.442,0.4,-0.75,-1.13
7.463,0.4,-0.62,-1.05
7.465,0.39,-0.54,-1
7.466,0.37,-0.5,-0.99
7.467,0.33,-0.51,-0.95
7.469,0.25,-0.61,-0.89
7.471,0.19,-0.76,-0.76
7.477,0.13,-0.99,-0.42
7.485,-0.04,-1.34,0.12
7.487,-0.84,-1.81,1.51
7.491,-1.52,-2,1.54
7.502,-1.95,-2,0.94
7.504,-2,-2,0.67
7.506,-2,-2,0.58
7.51,-1.74,-1.97,0.52
7.521,-1.2,-1.49,0.31
7.523,-0.8,-1.15,0.13
7.526,-0.46,-0.81,-0.03
7.533,-0.23,-0.58,-0.13
7.536,-0.08,-0.42,-0.17
7.541,0.01,-0.37,-0.2
7.562,0.07,-0.38,-0.27
7.564,0.09,-0.42,-0.31
7.565,0.11,-0.48,-0.32
7.566,0.11,-0.55,-0.32
7.568,0.1,-0.62,-0.33
7.57,0.1,-0.7,-0.33
7.576,0.08,-0.79,-0.36
7.585,0.07,-0.87,-0.35
7.587,0.05,-0.98,-0.37
7.59,0.05,-1.07,-0.38
7.607,0.05,-1.15,-0.4
7.611,0.02,-1.22,-0.41
7.612,-0.01,-1.27,-0.42
7.614,-0.06,-1.31,-0.43
7.616,-0.13,-1.31,-0.41
7.628,-0.23,-1.31,-0.4
7.63,-0.35,-1.29,-0.39
7.632,-0.46,-1.28,-0.35
7.635,-0.57,-1.27,-0.34
7.64,-0.68,-1.25,-0.32
7.653,-0.79,-1.22,-0.32
7.656,-0.89,-1.19,-0.35
7.658,-0.99,-1.14,-0.36
7.661,-1.06,-1.06,-0.36
7.692,-1.11,-0.94,-0.35
7.695,-1.12,-0.82,-0.33
7.697,-1.08,-0.7,-0.25
7.699,-1.03,-0.56,-0.14
7.701,-0.94,-0.46,0.01
7.704,-0.85,-0.42,0.12
7.705,-0.73,-0.42,0.25
7.707,-0.62,-0.45,0.36
7.709,-0.52,-0.53,0.43
7.711,-0.45,-0.6,0.45
7.723,-0.38,-0.67,0.44
7.725,-0.33,-0.73,0.39
7.726,-0.29,-0.76,0.28
7.728,-0.26,-0.77,0.17
7.738,-0.26,-0.78,0.06
7.739,-0.26,-0.78,-0.04
7.743,-0.28,-0.78,-0.13
7.764,-0.28,-0.78,-0.21
7.766,-0.29,-0.78,-0.23
7.768,-0.31,-0.79,-0.26
7.769,-0.3,-0.77,-0.28
7.77,-0.32,-0.75,-0.26
